Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Tuberculosis","2023","Codington County, SD","46029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Coconino County, AZ","04005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cocke County, TN","47029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cochran County, TX","48079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cochise County, AZ","04003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cobb County, GA","13067","17","2.2"
"Tuberculosis","2023","Coamo Municipio, PR","72043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Coal County, OK","40029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Coahoma County, MS","28027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cloud County, KS","20029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, PA","42035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, OH","39027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, NY","36019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, MO","29049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, MI","26037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, KY","21053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, IN","18023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, IL","17027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinton County, IA","19045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clinch County, GA","13065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cleveland County, OK","40027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cleveland County, NC","37045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cleveland County, AR","05025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clermont County, OH","39025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cleburne County, AR","05023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cleburne County, AL","01029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clearwater County, MN","27029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clearwater County, ID","16035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clearfield County, PA","42033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clear Creek County, CO","08019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clayton County, IA","19043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clayton County, GA","13063","6","2.0"
"Tuberculosis","2023","Clay County, WV","54015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, TX","48077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, TN","47027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, SD","46027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, NE","31035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, NC","37043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, MS","28025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, MO","29047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, MN","27027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, KY","21051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, KS","20027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, IN","18021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, IL","17025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, IA","19041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, GA","13061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, FL","12019","6","2.6"
"Tuberculosis","2023","Clay County, AR","05021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clay County, AL","01027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clatsop County, OR","41007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clarke County, VA","51043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clarke County, MS","28023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clarke County, IA","19039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clarke County, GA","13059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clarke County, AL","01025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, WI","55019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, WA","53011","8","1.5"
"Tuberculosis","2023","Clark County, SD","46025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, OH","39023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, NV","32003","76","3.3"
"Tuberculosis","2023","Clark County, MO","29045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, KY","21049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, KS","20025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, IN","18019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, IL","17023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, ID","16033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clark County, AR","05019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clarion County, PA","42031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clarendon County, SC","45027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clare County, MI","26035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clallam County, WA","53009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Claiborne Parish, LA","22027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Claiborne County, TN","47025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Claiborne County, MS","28021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Clackamas County, OR","41005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Citrus County, FL","12017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cimarron County, OK","40025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cidra Municipio, PR","72041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cibola County, NM","35006","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ciales Municipio, PR","72039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Churchill County, NV","32001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chugach Census Area, AK","02063","Data suppressed","Data not available"
"Tuberculosis","2023","Christian County, MO","29043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Christian County, KY","21047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Christian County, IL","17021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chowan County, NC","37041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chouteau County, MT","30015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Choctaw County, OK","40023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Choctaw County, MS","28019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Choctaw County, AL","01023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chittenden County, VT","50007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chisago County, MN","27025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chippewa County, WI","55017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chippewa County, MN","27023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chippewa County, MI","26033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chilton County, AL","01021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Childress County, TX","48075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chicot County, AR","05017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chickasaw County, MS","28017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chickasaw County, IA","19037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cheyenne County, NE","31033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cheyenne County, KS","20023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cheyenne County, CO","08017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chesterfield County, VA","51041","5","1.3"
"Tuberculosis","2023","Chesterfield County, SC","45025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chester County, TN","47023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chester County, SC","45023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chester County, PA","42029","7","1.3"
"Tuberculosis","2023","Cheshire County, NH","33005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chesapeake City, VA","51550","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherry County, NE","31031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherokee County, TX","48073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherokee County, SC","45021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherokee County, OK","40021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherokee County, NC","37039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherokee County, KS","20021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherokee County, IA","19035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherokee County, GA","13057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cherokee County, AL","01019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chenango County, NY","36017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chemung County, NY","36015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chelan County, WA","53007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cheboygan County, MI","26031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cheatham County, TN","47021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chaves County, NM","35005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chautauqua County, NY","36013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chautauqua County, KS","20019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chattooga County, GA","13055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chattahoochee County, GA","13053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chatham County, NC","37037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chatham County, GA","13051","5","1.6"
"Tuberculosis","2023","Chase County, NE","31029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chase County, KS","20017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Charlton County, GA","13049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Charlottesville City, VA","51540","6","13.3"
"Tuberculosis","2023","Charlotte County, VA","51037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Charlotte County, FL","12015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Charlevoix County, MI","26029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Charleston County, SC","45019","5","1.2"
"Tuberculosis","2023","Charles Mix County, SD","46023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Charles County, MD","24017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Charles City County, VA","51036","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chariton County, MO","29041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Champaign County, OH","39021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Champaign County, IL","17019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chambers County, TX","48071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chambers County, AL","01017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Chaffee County, CO","08015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cerro Gordo County, IA","19033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Centre County, PA","42027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ceiba Municipio, PR","72037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cedar County, NE","31027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cedar County, MO","29039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cedar County, IA","19031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cecil County, MD","24015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cayuga County, NY","36011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cayey Municipio, PR","72035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cavalier County, ND","38019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cattaraugus County, NY","36009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Catron County, NM","35003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Catoosa County, GA","13047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cataño Municipio, PR","72033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Catawba County, NC","37035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Catahoula Parish, LA","22025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caswell County, NC","37033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Castro County, TX","48069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cassia County, ID","16031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, TX","48067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, NE","31025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, ND","38017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, MO","29037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, MN","27021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, MI","26027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, IN","18017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, IL","17017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cass County, IA","19029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Casey County, KY","21045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cascade County, MT","30013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carver County, MN","27019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carteret County, NC","37031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carter County, TN","47019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carter County, OK","40019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carter County, MT","30011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carter County, MO","29035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carter County, KY","21043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carson County, TX","48065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carson City, NV","32510","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, VA","51035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, TN","47017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, OH","39019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, NH","33003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, MS","28015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, MO","29033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, MD","24013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, KY","21041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, IN","18015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, IL","17015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, IA","19027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, GA","13045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carroll County, AR","05015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caroline County, VA","51033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caroline County, MD","24011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carolina Municipio, PR","72031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carlton County, MN","27017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carlisle County, KY","21039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caribou County, ID","16029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carbon County, WY","56007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carbon County, UT","49007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carbon County, PA","42025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Carbon County, MT","30009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Capitol Planning Region, CT","09110","12","1.2"
"Tuberculosis","2023","Cape May County, NJ","34009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cape Girardeau County, MO","29031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Canóvanas Municipio, PR","72029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Canyon County, ID","16027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cannon County, TN","47015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Candler County, GA","13043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Canadian County, OK","40017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Camuy Municipio, PR","72027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Campbell County, WY","56005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Campbell County, VA","51031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Campbell County, TN","47013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Campbell County, SD","46021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Campbell County, KY","21037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Camp County, TX","48063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cameron Parish, LA","22023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cameron County, TX","48061","71","16.6"
"Tuberculosis","2023","Cameron County, PA","42023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Camden County, NJ","34007","6","1.1"
"Tuberculosis","2023","Camden County, NC","37029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Camden County, MO","29029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Camden County, GA","13039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cambria County, PA","42021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Camas County, ID","16025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calvert County, MD","24009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calumet County, WI","55015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calloway County, KY","21035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Callaway County, MO","29027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Callahan County, TX","48059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, WV","54013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, TX","48057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, SC","45017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, MS","28013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, MI","26025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, IL","17013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, IA","19025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, GA","13037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, FL","12013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, AR","05013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calhoun County, AL","01015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caledonia County, VT","50005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caldwell Parish, LA","22021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caldwell County, TX","48055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caldwell County, NC","37027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caldwell County, MO","29025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caldwell County, KY","21033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Calcasieu Parish, LA","22019","5","2.5"
"Tuberculosis","2023","Calaveras County, CA","06009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caguas Municipio, PR","72025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caddo Parish, LA","22017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Caddo County, OK","40015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cache County, UT","49005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cabo Rojo Municipio, PR","72023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cabell County, WV","54011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Cabarrus County, NC","37025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butts County, GA","13035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butte County, SD","46019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butte County, ID","16023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butte County, CA","06007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butler County, PA","42019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butler County, OH","39017","7","1.8"
"Tuberculosis","2023","Butler County, NE","31023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butler County, MO","29023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butler County, KY","21031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butler County, KS","20015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butler County, IA","19023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Butler County, AL","01013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Burt County, NE","31021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Burnett County, WI","55013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Burnet County, TX","48053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Burlington County, NJ","34005","15","3.2"
"Tuberculosis","2023","Burleson County, TX","48051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Burleigh County, ND","38015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Burke County, ND","38013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Burke County, NC","37023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Burke County, GA","13033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bureau County, IL","17011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buncombe County, NC","37021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bullock County, AL","01011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bulloch County, GA","13031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bullitt County, KY","21029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buffalo County, WI","55011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buffalo County, SD","46017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buffalo County, NE","31019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buena Vista County, IA","19021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buena Vista City, VA","51530","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bucks County, PA","42017","11","1.7"
"Tuberculosis","2023","Buckingham County, VA","51029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buchanan County, VA","51027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buchanan County, MO","29021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Buchanan County, IA","19019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bryan County, OK","40013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bryan County, GA","13029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brunswick County, VA","51025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brunswick County, NC","37019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brule County, SD","46015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, WI","55009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, TX","48049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, SD","46013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, OH","39015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, NE","31017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, MN","27015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, KS","20013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, IN","18013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brown County, IL","17009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Broward County, FL","12011","70","3.6"
"Tuberculosis","2023","Broomfield County, CO","08014","Data suppressed","Data suppressed"
"Tuberculosis","2023","Broome County, NY","36007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brooks County, TX","48047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brooks County, GA","13027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brookings County, SD","46011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brooke County, WV","54009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bronx County, NY","36005","104","7.7"
"Tuberculosis","2023","Broadwater County, MT","30007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bristol County, RI","44001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bristol County, MA","25005","18","3.1"
"Tuberculosis","2023","Bristol City, VA","51520","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bristol Bay Borough, AK","02060","Data suppressed","Data not available"
"Tuberculosis","2023","Briscoe County, TX","48045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brewster County, TX","48043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brevard County, FL","12009","8","1.2"
"Tuberculosis","2023","Bremer County, IA","19017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Breckinridge County, KY","21027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Breathitt County, KY","21025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brazos County, TX","48041","9","3.7"
"Tuberculosis","2023","Brazoria County, TX","48039","9","2.3"
"Tuberculosis","2023","Braxton County, WV","54007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Brantley County, GA","13025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Branch County, MI","26023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bradley County, TN","47011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bradley County, AR","05011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bradford County, PA","42015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bradford County, FL","12007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bracken County, KY","21023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boyle County, KY","21021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boyd County, NE","31015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boyd County, KY","21019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Box Elder County, UT","49003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Box Butte County, NE","31013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bowman County, ND","38011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bowie County, TX","48037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bourbon County, KY","21017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bourbon County, KS","20011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boundary County, ID","16021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boulder County, CO","08013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bottineau County, ND","38009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Botetourt County, VA","51023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bossier Parish, LA","22015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bosque County, TX","48035","Data suppressed","Data suppressed"
