coreproject,pmid,applid,title,journal,year,doi,pmc,grants,authors,citation
R01AI186809,39253431,11009423,The asymmetric opening of HIV-1 Env by a potent CD4 mimetic enables anti-coreceptor binding site antibodies to mediate ADCC.,bioRxiv,2024,10.1101/2024.08.27.609961,11383012,[],"['Richard J', 'Grunst MW', 'Niu L', 'Díaz-Salinas MA', 'Tolbert WD', 'Marchitto L', 'Zhou F', 'Bourassa C', 'Yang D', 'Chiu TJ', 'Chen HC', 'Benlarbi M', 'Guillaume-Beaudoin-Buissières', 'Gottumukkala S', 'Li W', 'Dionne K', 'Bélanger É', 'Chatterjee D', 'Medjahed H', 'Hendrickson WA', 'Sodroski J', 'Lang ZC', 'Morton AJ', 'Huang RK', 'Matthies D', 'Smith AB', 'Mothes W', 'Munro JB', 'Pazgier M', 'Finzi A']","Richard J, et al. The asymmetric opening of HIV-1 Env by a potent CD4 mimetic enables anti-coreceptor binding site antibodies to mediate ADCC. The asymmetric opening of HIV-1 Env by a potent CD4 mimetic enables anti-coreceptor binding site antibodies to mediate ADCC. 2024; (unknown volume):(unknown pages). doi: 10.1101/2024.08.27.609961"
R01CA289553,39892015,10854083,Ultrasonic disruption of circulating amyloid β aggregates via phase-change peptide nanoemulsions.,Biomaterials,2025,10.1016/j.biomaterials.2025.123146,11875895,[],"['Kim I', 'Medina SH']",Kim I and Medina SH. Ultrasonic disruption of circulating amyloid β aggregates via phase-change peptide nanoemulsions. Ultrasonic disruption of circulating amyloid β aggregates via phase-change peptide nanoemulsions. 2025; 318:123146. doi: 10.1016/j.biomaterials.2025.123146
R01NS136622,39997002,11077761,Recent Progress in Flexible Microelectrode Arrays for Combined Electrophysiological and Electrochemical Sensing.,Biosensors (Basel),2025,10.3390/bios15020100,11853293,[],"['Siwakoti U', 'Jones SA', 'Kumbhare D', 'Cui XT', 'Castagnola E']","Siwakoti U, et al. Recent Progress in Flexible Microelectrode Arrays for Combined Electrophysiological and Electrochemical Sensing. Recent Progress in Flexible Microelectrode Arrays for Combined Electrophysiological and Electrochemical Sensing. 2025; 15:(unknown pages). doi: 10.3390/bios15020100"
R01EY028666,38156622,10802911,Network Viscoelasticity from Brillouin Spectroscopy.,Biomacromolecules,2024,10.1021/acs.biomac.3c01073,10865340,[],"['Rodríguez-López R', 'Wang Z', 'Oda H', 'Erdi M', 'Kofinas P', 'Fytas G', 'Scarcelli G']","Rodríguez-López R, et al. Network Viscoelasticity from Brillouin Spectroscopy. Network Viscoelasticity from Brillouin Spectroscopy. 2024; 25:955-963. doi: 10.1021/acs.biomac.3c01073"
R01CA283905,37672566,10891702,Intratumoral drug-releasing microdevices allow in situ high-throughput pharmaco phenotyping in patients with gliomas.,Sci Transl Med,2023,10.1126/scitranslmed.adi0069,10754230,[],"['Peruzzi P', 'Dominas C', 'Fell G', 'Bernstock JD', 'Blitz S', 'Mazzetti D', 'Zdioruk M', 'Dawood HY', 'Triggs DV', 'Ahn SW', 'Bhagavatula SK', 'Davidson SM', 'Tatarova Z', 'Pannell M', 'Truman K', 'Ball A', 'Gold MP', 'Pister V', 'Fraenkel E', 'Chiocca EA', 'Ligon KL', 'Wen PY', 'Jonas O']","Peruzzi P, et al. Intratumoral drug-releasing microdevices allow in situ high-throughput pharmaco phenotyping in patients with gliomas. Intratumoral drug-releasing microdevices allow in situ high-throughput pharmaco phenotyping in patients with gliomas. 2023; 15:eadi0069. doi: 10.1126/scitranslmed.adi0069"
R01NS105691,38537268,11055066,Activation and depression of neural and hemodynamic responses induced by the intracortical microstimulation and visual stimulation in the mouse visual cortex.,J Neural Eng,2024,10.1088/1741-2552/ad3853,11002944,[],"['Suematsu N', 'Vazquez AL', 'Kozai TDY']","Suematsu N, et al. Activation and depression of neural and hemodynamic responses induced by the intracortical microstimulation and visual stimulation in the mouse visual cortex. Activation and depression of neural and hemodynamic responses induced by the intracortical microstimulation and visual stimulation in the mouse visual cortex. 2024; 21:(unknown pages). doi: 10.1088/1741-2552/ad3853"
R01EY028666,36894684,10802911,Rapid biomechanical imaging at low irradiation level via dual line-scanning Brillouin microscopy.,Nat Methods,2023,10.1038/s41592-023-01816-z,10363327,[],"['Zhang J', 'Nikolic M', 'Tanner K', 'Scarcelli G']","Zhang J, et al. Rapid biomechanical imaging at low irradiation level via dual line-scanning Brillouin microscopy. Rapid biomechanical imaging at low irradiation level via dual line-scanning Brillouin microscopy. 2023; 20:677-681. doi: 10.1038/s41592-023-01816-z"
R01EY028666,32832232,10802911,Detecting Mechanical Anisotropy of the Cornea Using Brillouin Microscopy.,Transl Vis Sci Technol,2020,10.1167/tvst.9.7.26,7414627,[],"['Webb JN', 'Zhang H', 'Sinha Roy A', 'Randleman JB', 'Scarcelli G']","Webb JN, et al. Detecting Mechanical Anisotropy of the Cornea Using Brillouin Microscopy. Detecting Mechanical Anisotropy of the Cornea Using Brillouin Microscopy. 2020; 9:26. doi: 10.1167/tvst.9.7.26"
R01EY028666,33577513,10802911,Multipass etalon cascade for high-resolution parallel spectroscopy.,Opt Lett,2021,10.1364/OL.418090,8607433,[],"['Fiore A', 'Scarcelli G']",Fiore A and Scarcelli G. Multipass etalon cascade for high-resolution parallel spectroscopy. Multipass etalon cascade for high-resolution parallel spectroscopy. 2021; 46:781-784. doi: 10.1364/OL.418090
R01NS102917,40163360,10883380,"Longitudinal, Multimodal Tracking Reveals Lasting Neurovascular Impact of Individual Microinfarcts.",Adv Sci (Weinh),2025,10.1002/advs.202417003,,[],"['Jin Y', 'He F', 'Rathore H', 'Sun Y', 'Zhang JA', 'Li X', 'Yin R', 'Zhu H', 'Xie C', 'Luan L']","Jin Y, et al. Longitudinal, Multimodal Tracking Reveals Lasting Neurovascular Impact of Individual Microinfarcts. Longitudinal, Multimodal Tracking Reveals Lasting Neurovascular Impact of Individual Microinfarcts. 2025; (unknown volume):e2417003. doi: 10.1002/advs.202417003"
R01EY028666,39391288,10802911,Brillouin microscopy.,Nat Rev Methods Primers,2024,10.1038/s43586-023-00286-z,11465583,[],"['Kabakova I', 'Zhang J', 'Xiang Y', 'Caponi S', 'Bilenca A', 'Guck J', 'Scarcelli G']","Kabakova I, et al. Brillouin microscopy. Brillouin microscopy. 2024; 4:(unknown pages). doi: 10.1038/s43586-023-00286-z"
R01CA293995,38936749,10973136,Perineural Invasion Is Associated With Function-evoked Pain and Altered Extracellular Matrix in Patients With Head and Neck Squamous Cell Carcinoma.,J Pain,2024,10.1016/j.jpain.2024.104615,,[],"['Santi MD', 'Zhang M', 'Asam K', 'Yu G', 'Dong PM', 'Sheehan DH', 'Aouizerat BE', 'Thomas CM', 'Viet CT', 'Ye Y']","Santi MD, et al. Perineural Invasion Is Associated With Function-evoked Pain and Altered Extracellular Matrix in Patients With Head and Neck Squamous Cell Carcinoma. Perineural Invasion Is Associated With Function-evoked Pain and Altered Extracellular Matrix in Patients With Head and Neck Squamous Cell Carcinoma. 2024; 25:104615. doi: 10.1016/j.jpain.2024.104615"
R01MH136230,39838110,11126710,Neuroeconomically dissociable forms of mental accounting are altered in a mouse model of diabetes.,Commun Biol,2025,10.1038/s42003-025-07500-6,11751097,[],"['Nwakama CA', 'Durand-de Cuttoli R', 'Oketokoun ZM', 'Brown SO', 'Haller JE', 'Méndez A', 'Jodeiri Farshbaf M', 'Cho YZ', 'Ahmed S', 'Leng S', 'Ables JL', 'Sweis BM']","Nwakama CA, et al. Neuroeconomically dissociable forms of mental accounting are altered in a mouse model of diabetes. Neuroeconomically dissociable forms of mental accounting are altered in a mouse model of diabetes. 2025; 8:102. doi: 10.1038/s42003-025-07500-6"
R01CA277728,39166971,10812012,nnU-Net-based Segmentation of Tumor Subcompartments in Pediatric Medulloblastoma Using Multiparametric MRI: A Multi-institutional Study.,Radiol Artif Intell,2024,10.1148/ryai.230115,11427926,[],"['Bareja R', 'Ismail M', 'Martin D', 'Nayate A', 'Yadav I', 'Labbad M', 'Dullur P', 'Garg S', 'Tamrazi B', 'Salloum R', 'Margol A', 'Judkins A', 'Iyer S', 'de Blank P', 'Tiwari P']","Bareja R, et al. nnU-Net-based Segmentation of Tumor Subcompartments in Pediatric Medulloblastoma Using Multiparametric MRI: A Multi-institutional Study. nnU-Net-based Segmentation of Tumor Subcompartments in Pediatric Medulloblastoma Using Multiparametric MRI: A Multi-institutional Study. 2024; 6:e230115. doi: 10.1148/ryai.230115"
U01AI125051,36754054,11087744,DNA transposon mechanisms and pathways of genotoxicity.,Mol Ther,2023,10.1016/j.ymthe.2023.01.023,10014265,[],['Bushman FD'],Bushman FD. DNA transposon mechanisms and pathways of genotoxicity. DNA transposon mechanisms and pathways of genotoxicity. 2023; 31:613-615. doi: 10.1016/j.ymthe.2023.01.023
U01AI125051,38094200,11087744,Analysis of vector genome integrations in multicentric lymphoma after AAV gene therapy in a severe hemophilia A dog.,Mol Ther Methods Clin Dev,2023,10.1016/j.omtm.2023.101159,10716008,[],"['Van Gorder L', 'Doshi BS', 'Willis E', 'Nichols TC', 'Cook E', 'Everett JK', 'Merricks EP', 'Arruda VR', 'Bushman FD', 'Callan MB', 'Samelson-Jones BJ']","Van Gorder L, et al. Analysis of vector genome integrations in multicentric lymphoma after AAV gene therapy in a severe hemophilia A dog. Analysis of vector genome integrations in multicentric lymphoma after AAV gene therapy in a severe hemophilia A dog. 2023; 31:101159. doi: 10.1016/j.omtm.2023.101159"
U01AI125051,34717818,11087744,Challenges in estimating numbers of vectors integrated in gene-modified cells using DNA sequence information.,Mol Ther,2021,10.1016/j.ymthe.2021.10.022,8636165,[],"['Bushman FD', 'Cantu A', 'Everett J', 'Sabatino D', 'Berry C']","Bushman FD, et al. Challenges in estimating numbers of vectors integrated in gene-modified cells using DNA sequence information. Challenges in estimating numbers of vectors integrated in gene-modified cells using DNA sequence information. 2021; 29:3328-3331. doi: 10.1016/j.ymthe.2021.10.022"
R01CA199044,36087425,10998122,Breast dosimetry in alternative X-ray-based imaging modalities used in current clinical practices.,Eur J Radiol,2022,10.1016/j.ejrad.2022.110509,9851082,[],"['Di Maria S', 'Vedantham S', 'Vaz P']","Di Maria S, et al. Breast dosimetry in alternative X-ray-based imaging modalities used in current clinical practices. Breast dosimetry in alternative X-ray-based imaging modalities used in current clinical practices. 2022; 155:110509. doi: 10.1016/j.ejrad.2022.110509"
R01CA199044,39423780,10998122,"Understanding the risk of ionizing radiation in breast imaging: Concepts and quantities, clinical importance, and future directions.",Eur J Radiol,2024,10.1016/j.ejrad.2024.111784,,[],"['Di Maria S', 'van Nijnatten TJA', 'Jeukens CRLPN', 'Vedantham S', 'Dietzel M', 'Vaz P']","Di Maria S, et al. Understanding the risk of ionizing radiation in breast imaging: Concepts and quantities, clinical importance, and future directions. Understanding the risk of ionizing radiation in breast imaging: Concepts and quantities, clinical importance, and future directions. 2024; 181:111784. doi: 10.1016/j.ejrad.2024.111784"
R01CA199044,36792270,10998122,Artificial Intelligence in Breast X-Ray Imaging.,Semin Ultrasound CT MR,2023,10.1053/j.sult.2022.12.002,9932302,[],"['Vedantham S', 'Shazeeb MS', 'Chiang A', 'Vijayaraghavan GR']","Vedantham S, et al. Artificial Intelligence in Breast X-Ray Imaging. Artificial Intelligence in Breast X-Ray Imaging. 2023; 44:2-7. doi: 10.1053/j.sult.2022.12.002"
R01CA199044,36792275,10998122,Audit of Prior Screening Mammograms of Screen-Detected Cancers: Implications for the Delay in Breast Cancer Detection.,Semin Ultrasound CT MR,2023,10.1053/j.sult.2022.12.003,9932301,[],"['Vijayargahavan GR', 'Watkins J', 'Tyminski M', 'Venkataraman S', 'Amornsiripanitch N', 'Newburg A', 'Ghosh E', 'Vedantham S']","Vijayargahavan GR, et al. Audit of Prior Screening Mammograms of Screen-Detected Cancers: Implications for the Delay in Breast Cancer Detection. Audit of Prior Screening Mammograms of Screen-Detected Cancers: Implications for the Delay in Breast Cancer Detection. 2023; 44:62-69. doi: 10.1053/j.sult.2022.12.003"
R01CA199044,37987346,10998122,Dedicated Cone-Beam Breast CT: Reproducibility of Volumetric Glandular Fraction with Advanced Image Reconstruction Methods.,Tomography,2023,10.3390/tomography9060160,10661286,[],"['Vedantham S', 'Tseng HW', 'Fu Z', 'Chow HS']","Vedantham S, et al. Dedicated Cone-Beam Breast CT: Reproducibility of Volumetric Glandular Fraction with Advanced Image Reconstruction Methods. Dedicated Cone-Beam Breast CT: Reproducibility of Volumetric Glandular Fraction with Advanced Image Reconstruction Methods. 2023; 9:2039-2051. doi: 10.3390/tomography9060160"
R01CA293366,39416119,10945892,Real-time genomic characterization of pediatric acute leukemia using adaptive sampling.,bioRxiv,2025,10.1101/2024.10.11.617690,11483067,[],"['Geyer J', 'Opoku KB', 'Lin J', 'Ramkissoon L', 'Mullighan C', 'Bhakta N', 'Alexander TB', 'Wang JR']","Geyer J, et al. Real-time genomic characterization of pediatric acute leukemia using adaptive sampling. Real-time genomic characterization of pediatric acute leukemia using adaptive sampling. 2025; (unknown volume):(unknown pages). doi: 10.1101/2024.10.11.617690"
R01NS128461,39985197,10881982,In vivo two-photon microscopy imaging of focused ultrasound-mediated glymphatic transport in the mouse brain.,J Cereb Blood Flow Metab,2025,10.1177/0271678X251323369,11846094,[],"['Gong Y', 'Xu K', 'Ye D', 'Yang Y', 'Miller MJ', 'Feng Z', 'Hu S', 'Chen H']","Gong Y, et al. In vivo two-photon microscopy imaging of focused ultrasound-mediated glymphatic transport in the mouse brain. In vivo two-photon microscopy imaging of focused ultrasound-mediated glymphatic transport in the mouse brain. 2025; (unknown volume):271678X251323369. doi: 10.1177/0271678X251323369"
R01ES030380,36845873,10980804,"Citizen Science Approach to Home Radon Testing, Environmental Health Literacy and Efficacy.",Citiz Sci,2022,10.5334/cstp.472,9949773,[],"['Stanifer S', 'Hoover AG', 'Rademacher K', 'Rayens MK', 'Haneberg W', 'Hahn EJ']","Stanifer S, et al. Citizen Science Approach to Home Radon Testing, Environmental Health Literacy and Efficacy. Citizen Science Approach to Home Radon Testing, Environmental Health Literacy and Efficacy. 2022; 7:(unknown pages). doi: 10.5334/cstp.472"
R01AI186809,39248460,11009423,The combination of three CD4-induced antibodies targeting highly conserved Env regions with a small CD4-mimetic achieves potent ADCC activity.,J Virol,2024,10.1128/jvi.01016-24,11495009,[],"['Marchitto L', 'Richard J', 'Prévost J', 'Tauzin A', 'Yang D', 'Chiu T-J', 'Chen H-C', 'Díaz-Salinas MA', 'Nayrac M', 'Benlarbi M', 'Beaudoin-Bussières G', 'Anand SP', 'Dionne K', 'Bélanger É', 'Chatterjee D', 'Medjahed H', 'Bourassa C', 'Tolbert WD', 'Hahn BH', 'Munro JB', 'Pazgier M', 'Smith AB', 'Finzi A']","Marchitto L, et al. The combination of three CD4-induced antibodies targeting highly conserved Env regions with a small CD4-mimetic achieves potent ADCC activity. The combination of three CD4-induced antibodies targeting highly conserved Env regions with a small CD4-mimetic achieves potent ADCC activity. 2024; 98:e0101624. doi: 10.1128/jvi.01016-24"
R01EY029023,40094700,11050128,Artificial Intelligence-Driven Detection of LASIK Using Corneal Optical Coherence Tomography Maps.,Transl Vis Sci Technol,2025,10.1167/tvst.14.3.17,11925221,[],"['Hong J', 'Nanji AA', 'Stutzman RD', 'Chamberlain WD', 'Song X', 'Huang D', 'Li Y']","Hong J, et al. Artificial Intelligence-Driven Detection of LASIK Using Corneal Optical Coherence Tomography Maps. Artificial Intelligence-Driven Detection of LASIK Using Corneal Optical Coherence Tomography Maps. 2025; 14:17. doi: 10.1167/tvst.14.3.17"
R01DE032406,37927821,11077887,Immunomodulation of periodontitis with SPMs.,Front Oral Health,2023,10.3389/froh.2023.1288722,10623003,[],"['Sahni V', 'Van Dyke TE']",Sahni V and Van Dyke TE. Immunomodulation of periodontitis with SPMs. Immunomodulation of periodontitis with SPMs. 2023; 4:1288722. doi: 10.3389/froh.2023.1288722
R01CA290045,39225150,11065502,Photothermal therapy co-localized with CD137 agonism improves survival in an SM1 melanoma model without hepatotoxicity.,Nanomedicine (Lond),2024,10.1080/17435889.2024.2389770,11485692,[],"['Medina JA', 'Ledezma DK', 'Ghofrani J', 'Chen J', 'Chin SJ', 'Balakrishnan PB', 'Lee NH', 'Sweeney EE', 'Fernandes R']","Medina JA, et al. Photothermal therapy co-localized with CD137 agonism improves survival in an SM1 melanoma model without hepatotoxicity. Photothermal therapy co-localized with CD137 agonism improves survival in an SM1 melanoma model without hepatotoxicity. 2024; 19:2049-2064. doi: 10.1080/17435889.2024.2389770"
R01EB034978,39834104,10878944,Learning-based motion artifact correction in the Z-spectral domain for chemical exchange saturation transfer MRI.,Magn Reson Med,2025,10.1002/mrm.30440,12021334,[],"['Singh M', 'Mahmud SZ', 'Yedavalli V', 'Zhou J', 'Kamson DO', 'van Zijl P', 'Heo HY']","Singh M, et al. Learning-based motion artifact correction in the Z-spectral domain for chemical exchange saturation transfer MRI. Learning-based motion artifact correction in the Z-spectral domain for chemical exchange saturation transfer MRI. 2025; 94:331-345. doi: 10.1002/mrm.30440"
R01EB034978,39129199,10878944,Fast and motion-robust saturation transfer MRI with inherent B<sub>0</sub> correction using rosette trajectories and compressed sensing.,Magn Reson Med,2024,10.1002/mrm.30249,11436307,[],"['Mahmud SZ', 'Singh M', 'van Zijl P', 'Heo HY']","Mahmud SZ, et al. Fast and motion-robust saturation transfer MRI with inherent B<sub>0</sub> correction using rosette trajectories and compressed sensing. Fast and motion-robust saturation transfer MRI with inherent B<sub>0</sub> correction using rosette trajectories and compressed sensing. 2024; 92:2535-2545. doi: 10.1002/mrm.30249"
R01EY028666,30984983,10802911,Biomechanical Impact of Localized Corneal Cross-linking Beyond the Irradiated Treatment Area.,J Refract Surg,2019,10.3928/1081597X-20190304-01,6551604,[],"['Webb JN', 'Langille E', 'Hafezi F', 'Randleman JB', 'Scarcelli G']","Webb JN, et al. Biomechanical Impact of Localized Corneal Cross-linking Beyond the Irradiated Treatment Area. Biomechanical Impact of Localized Corneal Cross-linking Beyond the Irradiated Treatment Area. 2019; 35:253-260. doi: 10.3928/1081597X-20190304-01"
R01EY028666,30055838,10802911,Distinguishing Highly Asymmetric Keratoconus Eyes Using Combined Scheimpflug and Spectral-Domain OCT Analysis.,Ophthalmology,2018,10.1016/j.ophtha.2018.06.020,6246819,[],"['Hwang ES', 'Perez-Straziota CE', 'Kim SW', 'Santhiago MR', 'Randleman JB']","Hwang ES, et al. Distinguishing Highly Asymmetric Keratoconus Eyes Using Combined Scheimpflug and Spectral-Domain OCT Analysis. Distinguishing Highly Asymmetric Keratoconus Eyes Using Combined Scheimpflug and Spectral-Domain OCT Analysis. 2018; 125:1862-1871. doi: 10.1016/j.ophtha.2018.06.020"
R01EY028666,39504051,10802911,Determining the Relationship Between Corneal Stiffening and Tissue Dehydration After Corneal Cross-Linking.,Invest Ophthalmol Vis Sci,2024,10.1167/iovs.65.13.14,11549923,[],"['Rodríguez-López R', 'Webb JN', 'Erdi M', 'Kofinas P', 'Franco W', 'Zhang H', 'Randleman JB', 'Scarcelli G']","Rodríguez-López R, et al. Determining the Relationship Between Corneal Stiffening and Tissue Dehydration After Corneal Cross-Linking. Determining the Relationship Between Corneal Stiffening and Tissue Dehydration After Corneal Cross-Linking. 2024; 65:14. doi: 10.1167/iovs.65.13.14"
R01EY028666,30721688,10802911,Distinguishing Highly Asymmetric Keratoconus Eyes Using Dual Scheimpflug/Placido Analysis.,Am J Ophthalmol,2019,10.1016/j.ajo.2019.01.023,6511474,[],"['Golan O', 'Piccinini AL', 'Hwang ES', 'De Oca Gonzalez IM', 'Krauthammer M', 'Khandelwal SS', 'Smadja D', 'Randleman JB']","Golan O, et al. Distinguishing Highly Asymmetric Keratoconus Eyes Using Dual Scheimpflug/Placido Analysis. Distinguishing Highly Asymmetric Keratoconus Eyes Using Dual Scheimpflug/Placido Analysis. 2019; 201:46-53. doi: 10.1016/j.ajo.2019.01.023"
R01EY028666,36589595,10802911,Motion-tracking Brillouin microscopy for in-vivo corneal biomechanics mapping.,Biomed Opt Express,2022,10.1364/BOE.472053,9774862,[],"['Zhang H', 'Asroui L', 'Randleman JB', 'Scarcelli G']","Zhang H, et al. Motion-tracking Brillouin microscopy for in-vivo corneal biomechanics mapping. Motion-tracking Brillouin microscopy for in-vivo corneal biomechanics mapping. 2022; 13:6196-6210. doi: 10.1364/BOE.472053"
R01EY028666,37839561,10802911,Subclinical Keratoconus Detection and Characterization Using Motion-Tracking Brillouin Microscopy.,Ophthalmology,2024,10.1016/j.ophtha.2023.10.011,11117393,[],"['Randleman JB', 'Zhang H', 'Asroui L', 'Tarib I', 'Dupps WJ', 'Scarcelli G']","Randleman JB, et al. Subclinical Keratoconus Detection and Characterization Using Motion-Tracking Brillouin Microscopy. Subclinical Keratoconus Detection and Characterization Using Motion-Tracking Brillouin Microscopy. 2024; 131:310-321. doi: 10.1016/j.ophtha.2023.10.011"
R01EY028666,38975030,10802911,Functional effects of the spatial-varying lens mechanical properties in accommodation.,JPhys Photonics,2024,10.1088/2515-7647/ad3e55,11223182,[],"['Schumacher J', 'Lopez RR', 'Larin K', 'Manns F', 'Scarcelli G']","Schumacher J, et al. Functional effects of the spatial-varying lens mechanical properties in accommodation. Functional effects of the spatial-varying lens mechanical properties in accommodation. 2024; 6:035021. doi: 10.1088/2515-7647/ad3e55"
R01EY028666,31710374,10802911,Depth-Dependent Reduction of Biomechanical Efficacy of Contact Lens-Assisted Corneal Cross-linking Analyzed by Brillouin Microscopy.,J Refract Surg,2019,10.3928/1081597X-20191004-01,7767636,[],"['Zhang H', 'Roozbahani M', 'Piccinini AL', 'Golan O', 'Hafezi F', 'Scarcelli G', 'Randleman JB']","Zhang H, et al. Depth-Dependent Reduction of Biomechanical Efficacy of Contact Lens-Assisted Corneal Cross-linking Analyzed by Brillouin Microscopy. Depth-Dependent Reduction of Biomechanical Efficacy of Contact Lens-Assisted Corneal Cross-linking Analyzed by Brillouin Microscopy. 2019; 35:721-728. doi: 10.3928/1081597X-20191004-01"
R01EY028666,36963605,10802911,"Motion-Tracking Brillouin Microscopy Evaluation of Normal, Keratoconic, and Post-Laser Vision Correction Corneas.",Am J Ophthalmol,2023,10.1016/j.ajo.2023.03.018,11108093,[],"['Zhang H', 'Asroui L', 'Tarib I', 'Dupps WJ', 'Scarcelli G', 'Randleman JB']","Zhang H, et al. Motion-Tracking Brillouin Microscopy Evaluation of Normal, Keratoconic, and Post-Laser Vision Correction Corneas. Motion-Tracking Brillouin Microscopy Evaluation of Normal, Keratoconic, and Post-Laser Vision Correction Corneas. 2023; 254:128-140. doi: 10.1016/j.ajo.2023.03.018"
R01EY028666,33149067,10802911,Brillouin microscopic depth-dependent analysis of corneal crosslinking performed over or under the LASIK flap.,J Cataract Refract Surg,2020,10.1097/j.jcrs.0000000000000294,7721035,[],"['Zhang H', 'Roozbahani M', 'Piccinini AL', 'Hafezi F', 'Scarcelli G', 'Randleman JB']","Zhang H, et al. Brillouin microscopic depth-dependent analysis of corneal crosslinking performed over or under the LASIK flap. Brillouin microscopic depth-dependent analysis of corneal crosslinking performed over or under the LASIK flap. 2020; 46:1543-1547. doi: 10.1097/j.jcrs.0000000000000294"
R01EY028666,30690129,10802911,Validation of the Percent Tissue Altered as a Risk Factor for Ectasia after LASIK.,Ophthalmology,2019,10.1016/j.ophtha.2019.01.018,,[],"['Santhiago MR', 'Wilson SE', 'Smadja D', 'Chamon W', 'Krueger RE', 'Randleman JB']","Santhiago MR, et al. Validation of the Percent Tissue Altered as a Risk Factor for Ectasia after LASIK. Validation of the Percent Tissue Altered as a Risk Factor for Ectasia after LASIK. 2019; 126:908-909. doi: 10.1016/j.ophtha.2019.01.018"
R21MD019768,38315943,10949665,From Clinical Trials to Practice: Anticipating and Overcoming Challenges in Implementing Watch-and-Wait for Rectal Cancer.,J Clin Oncol,2024,10.1200/JCO.23.01369,,[],"['Loria A', 'Ramsdale EE', 'Aquina CT', 'Cupertino P', 'Mohile SG', 'Fleming FJ']","Loria A, et al. From Clinical Trials to Practice: Anticipating and Overcoming Challenges in Implementing Watch-and-Wait for Rectal Cancer. From Clinical Trials to Practice: Anticipating and Overcoming Challenges in Implementing Watch-and-Wait for Rectal Cancer. 2024; 42:876-880. doi: 10.1200/JCO.23.01369"
R01AI183353,39793739,10895606,MicroRNA biomarkers and host response pathways in severe pulmonary hemorrhagic syndrome due to leptospirosis: A multi-omics study.,J Infect,2025,10.1016/j.jinf.2024.106400,11966573,[],"['Tran PNT', 'Limothai U', 'Dinhuzen J', 'Tachaboon S', 'Sukmark T', 'Dokpong C', 'Roytrakul S', 'Haake DA', 'Srisawat N']","Tran PNT, et al. MicroRNA biomarkers and host response pathways in severe pulmonary hemorrhagic syndrome due to leptospirosis: A multi-omics study. MicroRNA biomarkers and host response pathways in severe pulmonary hemorrhagic syndrome due to leptospirosis: A multi-omics study. 2025; 90:106400. doi: 10.1016/j.jinf.2024.106400"
R01CA284565,39476547,10996979,53BP1-the 'Pandora's box' of genome integrity.,DNA Repair (Amst),2024,10.1016/j.dnarep.2024.103779,11611608,[],"['Kilgas S', 'Swift ML', 'Chowdhury D']","Kilgas S, et al. 53BP1-the 'Pandora's box' of genome integrity. 53BP1-the 'Pandora's box' of genome integrity. 2024; 144:103779. doi: 10.1016/j.dnarep.2024.103779"
R01NS129738,38623583,10846861,Design of a Sleep Modulation System with FPGA-Accelerated Deep Learning for Closed-loop Stage-Specific In-Phase Auditory Stimulation.,IEEE Int Symp Circuits Syst Proc,2023,10.1109/ISCAS46773.2023.10181356,11018328,[],"['Sun M', 'Zhou A', 'Yang N', 'Xu Y', 'Hou Y', 'Richardson AG', 'Liu X']","Sun M, et al. Design of a Sleep Modulation System with FPGA-Accelerated Deep Learning for Closed-loop Stage-Specific In-Phase Auditory Stimulation. Design of a Sleep Modulation System with FPGA-Accelerated Deep Learning for Closed-loop Stage-Specific In-Phase Auditory Stimulation. 2023; 2023:(unknown pages). doi: 10.1109/ISCAS46773.2023.10181356"
R01CA248323,38292613,11133363,Photoproximity Labeling from Single Catalyst Sites Allows Calibration and Increased Resolution for Carbene Labeling of Protein Partners In Vitro and on Cells.,ACS Cent Sci,2024,10.1021/acscentsci.3c01473,10823516,[],"['Bartholow TG', 'Burroughs PWW', 'Elledge SK', 'Byrnes JR', 'Kirkemo LL', 'Garda V', 'Leung KK', 'Wells JA']","Bartholow TG, et al. Photoproximity Labeling from Single Catalyst Sites Allows Calibration and Increased Resolution for Carbene Labeling of Protein Partners In Vitro and on Cells. Photoproximity Labeling from Single Catalyst Sites Allows Calibration and Increased Resolution for Carbene Labeling of Protein Partners In Vitro and on Cells. 2024; 10:199-208. doi: 10.1021/acscentsci.3c01473"
R01CA293995,39059870,10973136,Benefits and Controversies of Midface and Maxillary Reconstruction.,Atlas Oral Maxillofac Surg Clin North Am,2024,10.1016/j.cxom.2023.12.006,,[],"['Callahan N', 'Pu JJ', 'Richard Su YX', 'Zbarsky SJD', 'Weyh A', 'Viet CT']","Callahan N, et al. Benefits and Controversies of Midface and Maxillary Reconstruction. Benefits and Controversies of Midface and Maxillary Reconstruction. 2024; 32:109-116. doi: 10.1016/j.cxom.2023.12.006"
